Nome: JOAO PINHEIRO
Codigo Estacao: 83481
Latitude: -17.74027777
Longitude: -46.17694443
Altitude: 759.62
Situacao: Desativada
Data Inicial: 2009-01-01
Data Final: 2018-01-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2015-12-12;7.6;null;2.2;null;null;21.3;63;55;1;
2015-12-13;9.4;null;0;null;null;21.1;65.5;45;2.5;
2015-12-14;8.1;null;1.8;null;null;20.1;67.8;50;1;
2015-12-15;9;null;0;null;null;20.7;51;38;1.7;
2015-12-16;12;null;0;null;null;22.9;56.8;46;1.3;
2015-12-17;12.9;null;0;null;null;22.9;51.3;40;1;
2015-12-18;13.2;null;0;null;null;22.7;63.8;47;1.7;
2015-12-19;10.5;null;2.4;null;null;19.9;58;44;.7;
2015-12-20;9.6;null;0;null;null;21.7;71.5;42;1.3;
2015-12-21;7.9;null;2.2;null;null;21.5;75;57;3.1;
2015-12-22;7.6;null;1.7;null;null;21.3;59.5;43;1;
2015-12-23;11;null;0;null;null;21.5;54;45;1.5;
2015-12-24;12.9;null;0;null;null;22.5;56;39;1;
2015-12-25;14;null;0;null;null;23.5;51;40;.7;
2015-12-26;13.5;null;0;null;null;23.5;63.5;43;1.7;
2015-12-27;9;null;23.8;null;null;19.7;84;73;1.2;
2015-12-28;5.1;null;0;null;null;20.5;74.3;66;2;
2015-12-29;5.2;null;12.8;null;null;20.1;85.8;70;1;
2015-12-30;3.8;null;2.4;null;null;20.5;80.5;69;1.5;
2015-12-31;3.8;null;.2;null;null;20.7;69.8;49;.3;
2016-01-01;8.4;null;0;null;null;22.3;59.3;41;.5;
2016-01-02;8.5;null;0;null;null;23.1;65;43;.7;
2016-01-03;6.5;null;1;null;null;21.3;89.5;75;1.9;
2016-01-04;3.5;null;3.6;null;null;20.1;84.3;65;1;
2016-01-05;3.5;null;6.8;null;null;21.1;81;72;2.1;
2016-01-06;3.5;null;.2;null;null;20.5;84;73;1.3;
2016-01-07;4;null;0;null;null;21.3;80.3;56;1.7;
2016-01-08;4;null;1.1;null;null;21.7;80.3;55;1.9;
2016-01-09;4;null;9;null;null;20;91;86;2.4;
2016-01-10;3;null;5.3;null;null;20.5;76;57;2.8;
2016-01-11;7;null;0;null;null;22.7;69.5;50;.8;
2016-01-12;7.5;null;37.5;null;null;19.7;96.3;82;1;
2016-01-13;2.4;null;34.3;null;null;19.7;90.8;74;1;
2016-01-14;.2;null;81.6;null;null;19.7;93.8;84;1.2;
2016-01-15;1.4;null;8.6;null;null;20.3;96.8;96;.5;
2016-01-16;.6;null;25.8;null;null;20.3;97.5;97;.5;
2016-01-17;.6;null;15.9;null;null;20.3;null;95;1.3;
2016-01-18;1.2;null;61.1;null;null;20.7;93.3;82;1.2;
2016-01-19;1.6;null;6.7;null;null;20.7;93.3;82;1;
2016-01-20;.9;null;28.7;null;null;21.3;89.3;72;.7;
2016-01-21;3.5;null;11.3;null;null;20.5;84;65;1.5;
2016-01-22;3.4;null;11.2;null;null;20.5;85.3;74;1.2;
2016-01-23;3.1;null;1.2;null;null;20.5;78.5;56;.8;
2016-01-24;4.4;null;4.4;null;null;21.3;81.3;64;1.7;
2016-01-25;0;null;8.6;null;null;20.5;83.5;58;1.5;
2016-01-26;8.8;null;25.4;null;null;19.7;73.3;52;1.2;
2016-01-27;5;null;5.4;null;null;20.7;79;73;.8;
2016-01-28;2.9;null;18.3;null;null;21.1;93.5;79;1.2;
2016-01-29;2.2;null;2.4;null;null;21.1;84.3;68;1.2;
2016-01-30;4.6;null;2.2;null;null;20.1;64.8;54;1.2;
2016-01-31;9.6;null;0;null;null;20.5;61.8;46;1.4;
2016-02-01;null;null;0;null;null;20.7;66.3;53;1.5;
2016-02-02;null;null;0;null;null;23.5;67.8;48;.5;
2016-02-03;null;null;3.7;null;null;22.7;64.5;49;.3;
2016-02-04;null;null;0;null;null;22.7;66.8;54;1.2;
2016-02-05;null;null;14.8;null;null;21.5;null;52;1.5;
2016-02-06;null;null;13.4;null;null;22.9;null;54;1.3;
2016-02-07;null;null;null;null;null;null;null;null;null;
2016-02-08;null;null;31.2;null;null;null;null;54;1.3;
2016-02-09;null;null;0;null;null;21.7;null;48;1;
2016-02-10;null;null;0;null;null;21.7;null;53;1;
2016-02-11;null;null;0;null;null;22.7;null;45;.8;
2016-02-12;null;null;30.2;null;null;21.1;null;60;.8;
2016-02-13;null;null;9.8;null;null;21.3;null;60;.8;
2016-02-14;null;null;null;null;null;null;null;null;null;
2016-02-15;null;null;null;null;null;null;null;null;null;
2016-02-16;null;null;null;null;null;null;null;null;null;
2016-02-17;null;null;null;null;null;null;null;null;null;
2016-02-18;null;null;null;null;null;null;null;null;null;
2016-02-19;null;null;null;null;null;null;null;null;null;
2016-02-20;null;null;null;null;null;null;null;null;null;
2016-02-21;null;null;null;null;null;null;null;null;null;
2016-02-22;null;null;null;null;null;null;null;null;null;
2016-02-23;null;null;null;null;null;null;null;null;null;
2016-02-24;null;null;null;null;null;null;null;null;null;
2016-02-25;null;null;null;null;null;null;null;null;null;
2016-02-26;null;null;null;null;null;null;null;null;null;
2016-02-27;null;null;null;null;null;null;null;null;null;
2016-02-28;null;null;null;null;null;null;null;null;null;
2016-02-29;null;null;null;null;null;null;null;null;null;
2016-03-01;8.1;null;null;null;null;null;null;null;null;
2016-03-02;null;null;null;null;null;null;null;null;null;
2016-03-03;null;null;null;null;null;null;null;null;null;
2016-03-04;null;null;null;null;null;null;null;null;null;
2016-03-05;null;null;null;null;null;null;null;null;null;
2016-03-06;null;null;null;null;null;null;null;null;null;
2016-03-07;null;null;null;null;null;null;null;null;null;
2016-03-08;null;null;null;null;null;null;null;null;null;
2016-03-09;null;null;null;null;null;null;null;null;null;
2016-03-10;null;null;null;null;null;null;null;null;null;
2016-03-11;null;null;null;null;null;null;null;null;null;
2016-03-12;null;null;null;null;null;null;null;null;null;
2016-03-13;null;null;null;null;null;null;null;null;null;
2016-03-14;null;null;null;null;null;null;null;null;null;
2016-03-15;null;null;null;null;null;null;null;null;null;
2016-03-16;8.1;null;0;null;null;20.5;null;52;1.3;
2016-03-17;7.6;null;0;null;null;20.1;null;50;2.1;
2016-03-18;8;null;0;null;null;20.7;null;43;1.3;
2016-03-19;10.3;null;0;null;null;22.9;null;50;0;
2016-03-20;null;null;null;null;null;null;null;null;null;
2016-03-21;null;null;0;null;null;null;null;45;1.6;
2016-03-22;10.5;null;0;null;null;22.5;null;41;1.1;
2016-03-23;9.2;null;0;null;null;22.5;null;40;.8;
2016-03-24;10.7;null;0;null;null;22.5;null;41;1.1;
2016-03-25;11.4;null;0;null;null;22.7;null;53;1.8;
2016-03-26;11.1;null;6.8;null;null;20.7;null;62;1.3;
2016-03-27;null;null;null;null;null;null;null;null;null;
2016-03-28;null;null;0;null;null;null;null;47;.5;
2016-03-29;11.9;null;0;null;null;21.7;null;44;2.1;
2016-03-30;12.2;null;0;null;null;21.7;null;47;.5;
2016-03-31;10.7;null;0;null;null;22.9;null;52;2.1;
2016-04-01;7.2;null;0;null;null;22.9;null;45;1.1;
2016-04-02;10.8;null;null;null;null;23.1;null;38;1.1;
2016-04-03;null;null;null;null;null;null;null;null;null;
2016-04-04;null;null;3.2;null;null;null;null;49;1.1;
2016-04-05;7.9;null;0;null;null;23.1;null;44;.8;
2016-04-06;7.6;null;0;null;null;20.5;null;45;1;
2016-04-07;7;null;0;null;null;21.1;null;41;0;
2016-04-08;10.5;null;0;null;null;21.1;null;42;1.5;
2016-04-09;9.2;null;0;null;null;22.9;null;36;1.8;
2016-04-10;null;null;null;null;null;null;null;null;null;
2016-04-11;null;null;0;null;null;null;null;39;1.6;
2016-04-12;10.3;null;0;null;null;21.7;null;39;1.6;
2016-04-13;10.2;null;0;null;null;21.5;null;37;.5;
2016-04-14;10.5;null;0;null;null;20.5;null;35;1.6;
2016-04-15;10.4;null;0;null;null;20.9;null;36;1.5;
2016-04-16;13.1;null;0;null;null;21.7;null;33;1.6;
2016-04-17;null;null;null;null;null;null;null;null;null;
2016-04-18;null;null;0;null;null;21.5;null;30;1.8;
2016-04-19;12.5;null;0;null;null;20.3;null;38;1;
2016-04-20;10;null;0;null;null;20.5;null;38;1.1;
2016-04-21;9.3;null;0;null;null;20.7;null;36;1.1;
2016-04-22;9.2;null;0;null;null;20.3;null;35;.5;
2016-04-23;10;null;0;null;null;20.5;null;35;1.6;
2016-04-24;null;null;null;null;null;null;null;null;null;
2016-04-25;null;null;0;null;null;20.1;null;45;1.8;
2016-04-26;11.1;null;0;null;null;21.7;null;46;2.6;
2016-04-27;null;null;1.6;null;null;20.5;null;56;1.6;
2016-04-28;3.7;null;2;null;null;17.9;null;70;.5;
2016-04-29;3.8;null;3.2;null;null;19.7;null;63;1.8;
2016-04-30;5;null;0;null;null;17.5;null;64;1.3;
2016-05-01;null;null;null;null;null;null;null;null;null;
2016-05-02;null;null;0;null;null;20.5;null;44;1;
2016-05-03;9.5;null;0;null;null;20.5;null;55;.8;
2016-05-04;8;null;0;null;null;19.1;null;47;1.5;
2016-05-05;8.2;null;0;null;null;18.7;null;44;.5;
2016-05-06;10.5;null;0;null;null;19.5;null;40;1.8;
2016-05-07;11;null;0;null;null;19.9;null;41;.5;
2016-05-08;null;null;null;null;null;null;null;null;null;
2016-05-09;null;null;0;null;null;19.7;null;37;1.3;
2016-05-10;11.5;null;0;null;null;20.1;null;40;2.6;
2016-05-11;10.8;null;0;null;null;19.7;null;37;1;
2016-05-12;9.5;null;0;null;null;20.5;null;42;1;
2016-05-13;11;null;0;null;null;21.5;null;39;2.1;
2016-05-14;10.5;null;0;null;null;20.1;null;51;1.8;
2016-05-15;null;null;null;null;null;null;null;null;null;
2016-05-16;null;null;0;null;null;19.7;null;69;1.1;
2016-05-17;3.7;null;0;null;null;19.1;null;43;1.3;
2016-05-18;9.4;null;0;null;null;21.1;null;42;1.3;
2016-05-19;10.4;null;0;null;null;21.5;null;48;1.5;
2016-05-20;9.3;null;0;null;null;20.9;null;47;1;
2016-05-21;9.2;null;0;null;null;19.3;null;47;1.6;
2016-05-22;null;null;null;null;null;null;null;null;null;
2016-05-23;null;null;0;null;null;19.9;null;46;.8;
2016-05-24;7.5;null;0;null;null;18.1;null;53;1.3;
2016-05-25;9;null;0;null;null;17.1;null;53;2.3;
2016-05-26;6.6;null;0;null;null;16.5;null;50;1.3;
2016-05-27;6.7;null;0;null;null;17.7;null;47;1.8;
2016-05-28;9.8;null;0;null;null;17.5;null;70;1.8;
2016-05-29;null;null;null;null;null;null;null;null;null;
2016-05-30;null;null;0;null;null;16.1;null;41;1;
2016-05-31;9.1;null;0;null;null;19.1;null;38;.3;
2016-06-01;10.4;null;0;null;null;21.3;null;38;1;
2016-06-02;10.5;null;0;null;null;19.5;null;40;0;
2016-06-03;7.6;null;0;null;null;20.3;null;41;.5;
2016-06-04;8.4;null;0;null;null;18.3;null;41;1.8;
2016-06-05;null;null;null;null;null;null;null;null;null;
2016-06-06;null;null;0;null;null;19.7;null;34;1;
2016-06-07;9.5;null;0;null;null;19.5;null;43;1.8;
2016-06-08;8.2;null;0;null;null;19.1;null;48;1;
2016-06-09;8.4;null;0;null;null;17.3;null;47;1;
2016-06-10;8.5;null;0;null;null;20.1;null;43;1.3;
2016-06-11;11;null;0;null;null;17.9;null;44;1.1;
2016-06-12;null;null;null;null;null;null;null;null;null;
2016-06-13;null;null;0;null;null;15.7;null;49;1.8;
2016-06-14;8.7;null;0;null;null;15.1;null;52;1.8;
2016-06-15;7.6;null;0;null;null;14.7;null;41;1.5;
2016-06-16;9.2;null;0;null;null;14.7;null;30;2.3;
2016-06-17;11.5;null;0;null;null;15.3;null;31;1.6;
2016-06-18;12;null;0;null;null;15.7;null;34;.8;
2016-06-19;null;null;null;null;null;null;null;null;null;
2016-06-20;null;null;0;null;null;16.1;null;40;1;
2016-06-21;9.3;null;0;null;null;17.5;null;44;1.1;
2016-06-22;8.8;null;0;null;null;15.9;null;45;.8;
2016-06-23;8.4;null;0;null;null;15.7;null;42;2.1;
2016-06-24;8.7;null;0;null;null;17.7;null;41;1.3;
2016-06-25;10.8;null;0;null;null;16.1;null;39;1.3;
2016-06-26;null;null;null;null;null;null;null;null;null;
2016-06-27;null;null;0;null;null;14.5;null;38;2.9;
2016-06-28;10.1;null;0;null;null;15.5;null;33;2.4;
2016-06-29;10.2;null;0;null;null;16.7;null;45;3.1;
2016-06-30;8.5;null;0;null;null;16.5;null;47;3.1;
2016-07-01;8.6;null;0;null;null;16.5;null;44;2.3;
2016-07-02;9.8;null;0;null;null;16.3;null;39;1.5;
2016-07-03;null;null;null;null;null;null;null;null;null;
2016-07-04;null;null;0;null;null;16.1;null;43;3.4;
2016-07-05;8.5;null;0;null;null;16.7;null;46;2.1;
2016-07-06;8;null;0;null;null;16.7;null;44;1.8;
2016-07-07;8.8;null;0;null;null;15.7;null;38;1.5;
2016-07-08;11.5;null;0;null;null;20.3;null;32;1.8;
2016-07-09;13.2;null;0;null;null;18.1;null;31;2.1;
2016-07-10;null;null;null;null;null;null;null;null;null;
2016-07-11;null;null;0;null;null;18.1;null;34;1.6;
2016-07-12;12.1;null;0;null;null;18.9;null;27;.5;
2016-07-13;12.8;null;0;null;null;18.7;null;25;1;
2016-07-14;13.5;null;0;null;null;18.9;null;32;1;
2016-07-15;12.4;null;0;null;null;18.9;null;31;.8;
2016-07-16;12.3;null;0;null;null;20.5;null;31;1.3;
2016-07-17;null;null;null;null;null;null;null;null;null;
2016-07-18;null;null;0;null;null;16.7;null;28;2.4;
2016-07-19;14.3;null;0;null;null;18.7;null;35;1;
2016-07-20;12;null;0;null;null;18.5;null;44;1.8;
2016-07-21;11.1;null;0;null;null;18.5;null;39;1;
2016-07-22;13.4;null;0;null;null;18.7;null;38;2.6;
2016-07-23;11.5;null;0;null;null;16.7;null;39;2.1;
2016-07-24;null;null;null;null;null;null;null;null;null;
2016-07-25;null;null;0;null;null;16.5;null;38;1.8;
2016-07-26;11.1;null;0;null;null;17.1;null;34;2.1;
2016-07-27;12.4;null;0;null;null;18.7;null;35;2.1;
2016-07-28;12.5;null;0;null;null;18.7;null;35;2.1;
2016-07-29;13;null;0;null;null;17.7;null;34;1.6;
2016-07-30;12.3;null;0;null;null;15.7;null;36;2.4;
2016-07-31;null;null;null;null;null;null;null;null;null;
2016-08-01;null;null;0;null;null;15.1;null;42;2.8;
2016-08-02;null;null;0;null;null;14.7;null;33;1.5;
2016-08-03;null;null;0;null;null;15.9;null;40;2.1;
2016-08-04;null;null;null;null;null;null;null;null;null;
2016-08-05;null;null;null;null;null;null;null;null;null;
2016-08-06;null;null;null;null;null;null;null;null;null;
2016-08-07;null;null;null;null;null;null;null;null;null;
2016-08-08;null;null;null;null;null;null;null;null;null;
2016-08-09;null;null;null;null;null;null;null;null;null;
2016-08-10;null;null;null;null;null;null;null;null;null;
2016-08-11;null;null;null;null;null;null;null;null;null;
2016-08-12;null;null;null;null;null;null;null;null;null;
2016-08-13;null;null;null;null;null;null;null;null;null;
2016-08-14;null;null;null;null;null;null;null;null;null;
2016-08-15;null;null;null;null;null;null;null;null;null;
2016-08-16;null;null;null;null;null;null;null;null;null;
2016-08-17;null;null;null;null;null;null;null;null;null;
2016-08-18;null;null;null;null;null;null;null;null;null;
2016-08-19;null;null;null;null;null;null;null;null;null;
2016-08-20;null;null;null;null;null;null;null;null;null;
2016-08-21;null;null;null;null;null;null;null;null;null;
2016-08-22;null;null;null;null;null;null;null;null;null;
2016-08-23;null;null;null;null;null;null;null;null;null;
2016-08-24;null;null;null;null;null;null;null;null;null;
2016-08-25;null;null;null;null;null;null;null;null;null;
2016-08-26;null;null;null;null;null;null;null;null;null;
2016-08-27;null;null;null;null;null;null;null;null;null;
2016-08-28;null;null;null;null;null;null;null;null;null;
2016-08-29;null;null;null;null;null;null;null;null;null;
2016-08-30;null;null;null;null;null;null;null;null;null;
2016-08-31;null;null;null;null;null;null;null;null;null;
2016-09-01;null;null;null;null;null;null;null;null;null;
2016-09-02;null;null;null;null;null;null;null;null;null;
2016-09-03;null;null;0;null;null;21.5;null;25;2.1;
2016-09-04;null;null;null;null;null;null;null;null;null;
2016-09-05;null;null;0;null;null;17.7;null;32;2.1;
2016-09-06;14.3;null;0;null;null;19.1;null;43;1.6;
2016-09-07;14.8;null;0;null;null;19.9;null;32;1;
2016-09-08;14.1;null;0;null;null;21.5;null;27;.8;
2016-09-09;14.4;null;0;null;null;21.5;null;27;1.6;
2016-09-10;null;null;0;null;null;21.3;null;30;1;
2016-09-11;null;null;null;null;null;null;null;null;null;
2016-09-12;null;null;0;null;null;20.5;null;32;1;
2016-09-13;17.5;null;0;null;null;21.7;null;27;1.3;
2016-09-14;18.1;null;0;null;null;21.7;null;25;1.9;
2016-09-15;17.1;null;0;null;null;23.1;null;19;1.3;
2016-09-16;18.1;null;0;null;null;23.1;null;23;0;
2016-09-17;16.5;null;0;null;null;22.3;null;23;0;
2016-09-18;null;null;null;null;null;null;null;null;null;
2016-09-19;null;null;0;null;null;23.1;null;24;1;
2016-09-20;16.7;null;0;null;null;22.9;null;30;1.8;
2016-09-21;15.1;null;0;null;null;22.9;null;29;1.6;
2016-09-22;16.1;null;0;null;null;17.7;null;37;.5;
2016-09-23;12.9;null;0;null;null;20.7;null;32;2.1;
2016-09-24;15.8;null;0;null;null;21.7;null;29;0;
2016-09-25;null;null;null;null;null;null;null;null;null;
2016-09-26;null;null;0;null;null;19.9;null;36;.8;
2016-09-27;10.1;null;0;null;null;19.1;null;42;1.3;
2016-09-28;10.4;null;0;null;null;20.9;null;43;1.8;
2016-09-29;10.5;null;0;null;null;20.3;null;34;1;
2016-09-30;10.4;null;2.6;null;null;21.3;null;30;1.6;
2016-10-01;10.5;null;0;null;null;21.3;null;37;1.8;
2016-10-02;null;null;null;null;null;null;null;null;null;
2016-10-03;null;null;0;null;null;20.1;null;44;1.3;
2016-10-04;10.3;null;39.4;null;null;18.1;null;84;2.3;
2016-10-05;2.4;null;1.2;null;null;20.1;null;72;1.8;
2016-10-06;2.6;null;0;null;null;18.3;null;56;2.6;
2016-10-07;5;null;0;null;null;19.1;null;30;1.3;
2016-10-08;11.3;null;0;null;null;18.9;null;34;1.3;
2016-10-09;null;null;null;null;null;null;null;null;null;
2016-10-10;null;null;0;null;null;20.9;null;36;1.8;
2016-10-11;12.9;null;0;null;null;20.9;null;44;1.8;
2016-10-12;14.2;null;0;null;null;21.5;null;48;1.1;
2016-10-13;13.9;null;0;null;null;20.9;null;39;1.5;
2016-10-14;15.2;null;0;null;null;22.5;null;36;.8;
2016-10-15;10.3;null;4.6;null;null;21.5;null;30;1.8;
2016-10-16;null;null;null;null;null;null;null;null;null;
2016-10-17;null;null;0;null;null;22.5;null;33;2.1;
2016-10-18;15.1;null;0;null;null;23.5;null;33;.8;
2016-10-19;14.3;null;0;null;null;24.9;null;32;1.6;
2016-10-20;15.5;null;0;null;null;24.3;null;34;1.3;
2016-10-21;9.3;null;0;null;null;23.7;null;38;1.6;
2016-10-22;8.6;null;2.6;null;null;23.3;null;34;1.8;
2016-10-23;null;null;null;null;null;null;null;null;null;
2016-10-24;null;null;0;null;null;22.5;null;33;1.1;
2016-10-25;15.9;null;0;null;null;23.5;null;39;1.1;
2016-10-26;15.9;null;0;null;null;22.5;null;38;1.8;
2016-10-27;15.9;null;0;null;null;24.9;null;39;2.9;
2016-10-28;11.5;null;0;null;null;22.5;null;56;.5;
2016-10-29;10;null;0;null;null;21.5;null;43;1.6;
2016-10-30;null;null;null;null;null;null;null;null;null;
2016-10-31;null;null;0;null;null;20.1;null;43;1;
2016-11-01;12.1;null;0;null;null;20.1;null;48;1.1;
2016-11-02;8.2;null;0;null;null;19.7;null;70;1.3;
2016-11-03;7.6;null;0;null;null;20.7;null;39;1;
2016-11-04;13.8;null;0;null;null;21.5;null;41;1.8;
2016-11-05;11.3;null;0;null;null;20.3;null;48;1.8;
2016-11-06;null;null;null;null;null;null;null;null;null;
2016-11-07;null;null;1.8;null;null;19.1;null;44;2.1;
2016-11-08;8.7;null;14.2;null;null;20.5;null;42;1.6;
2016-11-09;7;null;0;null;null;20.5;null;44;1.6;
2016-11-10;11.2;null;0;null;null;21.5;null;44;1.5;
2016-11-11;8.9;null;0;null;null;21.5;null;42;1.6;
2016-11-12;8.6;null;2.6;null;null;20.7;null;64;1.5;
2016-11-13;3.6;null;24.2;null;null;20.3;null;94;2.6;
2016-11-14;1.2;null;54.8;null;null;19.1;null;92;1.8;
2016-11-15;3.2;null;37;null;null;19.5;null;64;1.8;
2016-11-16;5.3;null;9.2;null;null;20.1;null;61;2.4;
2016-11-17;5.8;null;1.2;null;null;21.3;null;55;2.3;
2016-11-18;null;null;null;null;null;null;null;null;null;
2016-11-19;null;null;null;null;null;null;null;null;null;
2016-11-20;null;null;null;null;null;null;null;null;null;
2016-11-21;null;null;null;null;null;null;null;null;null;
2016-11-22;null;null;null;null;null;null;null;null;null;
2016-11-23;null;null;null;null;null;null;null;null;null;
2016-11-24;null;null;null;null;null;null;null;null;null;
2016-11-25;null;null;null;null;null;null;null;null;null;
2016-11-26;null;null;null;null;null;null;null;null;null;
2016-11-27;null;null;null;null;null;null;null;null;null;
2016-11-28;null;null;null;null;null;null;null;null;null;
2016-11-29;null;null;null;null;null;null;null;null;null;
2016-11-30;null;null;null;null;null;null;null;null;null;
2016-12-01;null;null;null;null;null;null;null;null;null;
2016-12-02;null;null;null;null;null;null;null;null;null;
2016-12-03;null;null;null;null;null;null;null;null;null;
2016-12-04;null;null;null;null;null;null;null;null;null;
2016-12-05;null;null;null;null;null;null;null;null;null;
2016-12-06;null;null;null;null;null;null;null;null;null;
2016-12-07;null;null;null;null;null;null;null;null;null;
2016-12-08;null;null;null;null;null;null;null;null;null;
2016-12-09;null;null;null;null;null;null;null;null;null;
2016-12-10;null;null;null;null;null;null;null;null;null;
2016-12-11;null;null;null;null;null;null;null;null;null;
2016-12-12;null;null;null;null;null;null;null;null;null;
2016-12-13;null;null;null;null;null;null;null;null;null;
2016-12-14;null;null;null;null;null;null;null;null;null;
2016-12-15;null;null;null;null;null;null;null;null;null;
2016-12-16;null;null;null;null;null;null;null;null;null;
2016-12-17;null;null;null;null;null;null;null;null;null;
2016-12-18;null;null;null;null;null;null;null;null;null;
2016-12-19;null;null;null;null;null;null;null;null;null;
2016-12-20;null;null;0;null;null;20.7;null;45;2.4;
2016-12-21;null;null;0;null;null;20.1;null;38;2.1;
2016-12-22;10.6;null;0;null;null;21.5;null;39;2.1;
2016-12-23;9.9;null;0;null;null;20.7;null;36;1;
2016-12-24;11.6;null;0;null;null;21.5;null;35;1;
2016-12-25;null;null;null;null;null;null;null;null;null;
2016-12-26;null;null;0;null;null;21.5;null;44;1.6;
2016-12-27;10.5;null;11.6;null;null;21.5;null;59;1.3;
2016-12-28;6.8;null;2.7;null;null;21.5;null;49;.5;
2016-12-29;7.2;null;0;null;null;21.7;null;51;1.6;
2016-12-30;8.7;null;0;null;null;20.1;null;42;.8;
2016-12-31;12;null;0;null;null;20.7;null;36;1.3;
2017-01-01;11.5;null;0;null;null;21.5;null;37;1;
2017-01-02;11.2;null;0;null;null;22.9;null;38;.3;
2017-01-03;12.3;null;0;null;null;23.7;null;31;1.1;
2017-01-04;13.2;null;0;null;null;23.7;null;34;1.6;
2017-01-05;12.5;null;6.2;null;null;21.7;null;36;1.3;
2017-01-06;null;null;null;null;null;null;null;null;null;
2017-01-07;null;null;null;null;null;null;null;null;null;
2017-01-08;null;null;null;null;null;null;null;null;null;
2017-01-09;null;null;null;null;null;null;null;null;null;
2017-01-10;null;null;null;null;null;null;null;null;null;
2017-01-11;null;null;null;null;null;null;null;null;null;
2017-01-12;null;null;null;null;null;null;null;null;null;
2017-01-13;null;null;null;null;null;null;null;null;null;
2017-01-14;null;null;null;null;null;null;null;null;null;
2017-01-15;null;null;null;null;null;null;null;null;null;
2017-01-16;null;null;null;null;null;null;null;null;null;
2017-01-17;null;null;null;null;null;null;null;null;null;
2017-01-18;null;null;null;null;null;null;null;null;null;
2017-01-19;null;null;null;null;null;null;null;null;null;
2017-01-20;null;null;null;null;null;null;null;null;null;
2017-01-21;null;null;null;null;null;null;null;null;null;
2017-01-22;null;null;null;null;null;null;null;null;null;
2017-01-23;null;null;0;null;null;21.1;null;45;1;
2017-01-24;7.2;null;68.6;null;null;20.1;null;62;.5;
2017-01-25;5.6;null;0;null;null;20.7;null;50;.8;
2017-01-26;9.2;null;0;null;null;22.7;null;49;1;
2017-01-27;9.1;null;0;null;null;21.7;null;41;.5;
2017-01-28;12.4;null;0;null;null;21.7;null;40;1.3;
2017-01-29;12.5;null;0;null;null;22.7;null;40;.5;
2017-01-30;12.8;null;0;null;null;21.5;null;51;1;
2017-01-31;10.5;null;0;null;null;20.7;null;51;.8;
2017-02-01;10;null;0;null;null;20.3;null;50;.5;
2017-02-02;6.3;null;16.8;null;null;19.5;null;54;.8;
2017-02-03;8.8;null;0;null;null;21.7;null;63;.5;
2017-02-04;5;null;0;null;null;21.5;null;53;1.6;
2017-02-05;5.3;null;23.2;null;null;19.1;null;60;1;
2017-02-06;5.6;null;39.2;null;null;19.1;null;73;1.6;
2017-02-07;3.8;null;0;null;null;19.5;null;71;1.3;
2017-02-08;4;null;3.6;null;null;18.9;null;71;.8;
2017-02-09;3.8;null;8;null;null;20.5;null;63;1;
2017-02-10;5.7;null;0;null;null;20.3;null;70;2.4;
2017-02-11;2.8;null;11.2;null;null;13.3;null;66;2.1;
2017-02-12;2.4;null;3.2;null;null;20.1;null;50;1.3;
2017-02-13;6.2;null;0;null;null;20.7;null;51;2.3;
2017-02-14;11.2;null;0;null;null;20.7;null;38;2.9;
2017-02-15;11.3;null;0;null;null;20.5;null;40;2.6;
2017-02-16;12;null;0;null;null;21.1;null;55;2.4;
2017-02-17;null;null;null;null;null;null;null;null;null;
2017-02-18;null;null;null;null;null;null;null;null;null;
2017-02-19;null;null;null;null;null;null;null;null;null;
2017-02-20;null;null;null;null;null;null;null;null;null;
2017-02-21;null;null;null;null;null;null;null;null;null;
2017-02-22;null;null;null;null;null;null;null;null;null;
2017-02-23;null;null;null;null;null;null;null;null;null;
2017-02-24;null;null;null;null;null;null;null;null;null;
2017-02-25;null;null;null;null;null;null;null;null;null;
2017-02-26;null;null;null;null;null;null;null;null;null;
2017-02-27;null;null;null;null;null;null;null;null;null;
2017-02-28;null;null;null;null;null;null;null;null;null;
2017-03-01;null;null;null;null;null;null;null;null;null;
2017-03-02;null;null;null;null;null;null;null;null;null;
2017-03-03;null;null;null;null;null;null;null;null;null;
2017-03-04;null;null;null;null;null;null;null;null;null;
2017-03-05;null;null;null;null;null;null;null;null;null;
2017-03-06;null;null;0;null;null;20.7;null;37;.3;
2017-03-07;null;null;0;null;null;20.7;null;37;.5;
2017-03-08;12;null;0;null;null;21.7;null;51;1.6;
2017-03-09;7.9;null;0;null;null;21.5;null;49;2.4;
2017-03-10;8;null;3.2;null;null;21.7;null;47;1.6;
2017-03-11;9.2;null;0;null;null;21.5;null;45;1.8;
2017-03-12;null;null;null;null;null;null;null;null;null;
2017-03-13;null;null;0;null;null;21.1;null;44;1;
2017-03-14;11.9;null;0;null;null;22.9;null;36;.3;
2017-03-15;12;null;0;null;null;22.7;null;48;2.1;
